pl_masse,pl_masseerr1,pl_rade,pl_radeerr1
0.1982646818559818,0.020152466467584187,0.5935403795755115,0.0629
0.20361556778093567,0.02277218938311525,0.6792431373729481,0.06390855985502111
0.27668013920730294,0.02804634441893582,0.6564688099830873,0.06493329129956782
0.2701056485936587,0.02427329219969636,0.6175746952271648,0.06597445363437125
0.3118284831847514,0.03017523974534685,0.6858722935325832,0.06703231031787807
0.4641151386545695,0.039005100080640245,0.6367651180351704,0.06810712903291669
0.3207011299292449,0.029924526098743378,0.7155529499495837,0.06919918175443246
0.24710219261625466,0.024115981284943667,0.8131007621305842,0.07030874481830893
0.4718766093132323,0.041134815816848684,0.6700707335876661,0.07143609899129255
0.3417773954563411,0.029587456821507187,0.7323318995203458,0.07258152954203868
0.3174717914703356,0.03162127862508234,0.6484909450174348,0.0737453263132967
0.3743755874421899,0.042342587041416385,0.6514981739704084,0.07492778379525254
0.39940133533407707,0.046479453280450014,0.7430597516530398,0.07612920120004735
0.3221538907090931,0.036602701576367566,0.7450813487298786,0.0773498825374908
0.4609641696677042,0.04606306083612751,0.8428938012214184,0.0785901366919886
0.23577986614388177,0.026010705931713993,0.8114929565286105,0.07985027750070339
0.45738268696591766,0.04464563337839988,0.8648876919378016,0.08113062383296898
0.25772240278341507,0.028124099254297076,0.6882146970805819,0.08243149967097774
0.8231970489027689,0.08630520764846907,0.9673921477206883,0.08375323419176206
0.4794470720556213,0.05903224466573766,0.8020705048248722,0.08509616185049008
0.7130386278013651,0.06269861368404843,0.8684616324564459,0.08646062246509713
0.48050166507394715,0.04450228057121384,0.9724383001413991,0.08784696130227414
0.5832273722637817,0.051405766997035446,0.8586538452878365,0.08925552916483481
0.6074059321606581,0.06340068896247232,0.7751346575549058,0.09068668248048374
0.7328376778256549,0.0692185477982289,0.8847972347111935,0.09214078339200779
0.856230786242726,0.09048577316384407,1.0321298469397555,0.09361819984891359
0.7619936143702879,0.06841070814334471,0.8943768837092871,0.09511930570053453
0.7119389764697829,0.07903420268416239,0.8986178939429341,0.09664448079063057
0.7901287224518756,0.09284784608509083,0.9757939361785426,0.09819411105350478
0.9923420106011895,0.09738225480441375,0.9702517805012643,0.09976858861166138
0.6254842420193126,0.06015957206238213,0.74012031445381,0.10136831187502922
1.0208409132200953,0.09410512070956112,1.0698485348236515,0.10299368564177667
0.7595373017199264,0.08005220259900486,1.0748363029699763,0.10464512120074265
0.9023132550583443,0.09766679949666623,0.9434284625447136,0.10632303643551033
0.6891950369092201,0.06325932595769655,1.0047264310763755,0.10802785593014948
0.7020268791368458,0.0772394259190936,0.9615395996563162,0.1097600110766543
1.0590345192824762,0.12757085360339254,0.9757379920588541,0.11151994018410401
0.9019403182855963,0.10776515964574883,1.2358483993730336,0.11330808858957367
1.6634408127822087,0.14013441752775838,1.236323577742019,0.11512490877082358
0.9767939926929844,0.0873846746781664,1.180514213483455,0.1169708604607953
1.175501513094357,0.11702757776986275,1.2511174299741696,0.1188464107639437
1.3679455889518,0.1367162487462313,1.051323995610463,0.12075203427443433
1.4137198176252126,0.13610529858423906,1.379318841234488,0.12268821319623607
1.2445261201800721,0.10167449951619667,1.0155765937224142,0.12465543746513899
1.5086947340682133,0.159597069189502,1.1137789986521547,0.12665420487272935
1.4754613654239046,0.1328705967041146,1.0697392427274726,0.12868502119235184
1.6869935450961737,0.17857118746834855,1.2780748405002185,0.13074840030709187
1.644296331947568,0.16860263968129593,1.5171594328280014,0.13284486433980985
2.009086596709564,0.19539533305803594,1.4700155727673299,0.1349749437852607
2.045337250508459,0.18969689839509357,1.6670101504807509,0.13713917764433137
1.4423145253944285,0.16175865683195775,1.3218031433420798,0.13933811356043121
1.4561742232708297,0.15637883382313078,1.5644136818212233,0.14157230795806913
2.051600109573433,0.22700135460486598,1.3122412780725135,0.1438423261836525
1.7998445983643143,0.18844221648929171,1.637568298189059,0.14614874264854413
1.821202089233093,0.18749356351074448,1.6092668144321127,0.1484921409744127
1.817905749912459,0.17176676636810553,1.3418235937958216,0.15087311414091395
2.602891822094564,0.25539005558186706,1.2147023518164495,0.15329226463573975
1.8333003681771418,0.16098688554010737,1.5604590253434312,0.15575020460707328
1.9557876602330688,0.21158929713084704,1.4166924850813323,0.1582475560184885
3.1111938367994516,0.36050350265700254,1.7867106387972078,0.16078495080633354
2.4054393920665746,0.23644188108844172,1.6458775878690992,0.1633630310396374
2.946934356780762,0.3016313883847914,1.5003438754228757,0.16598244908258086
2.4334200518716007,0.2101670202632754,1.4318654481683697,0.16864386775957255
2.936492666689185,0.2855363484656051,1.9511094074992292,0.17134796052297152
2.6802954141528037,0.2786116736437842,1.4986450168470382,0.1740954116234995
3.725983883444309,0.4091566982522892,1.4957551565667404,0.1768869162833856
2.874304600151192,0.3112925287532257,1.7546092191717053,0.1797231808722871
2.944233224503411,0.3004658874640418,1.890670877471272,0.18260492308603093
