pl_masse,pl_masseerr1,pl_rade,pl_radeerr1
0.34675551933424903,0.027490384908084427,0.6076793365230199,0.0629
0.41409702697516865,0.04011818014868825,0.622790298012437,0.07430309341416373
0.6249535573032551,0.05854659306604646,0.8559158580064286,0.08777344500658096
0.7677307755160837,0.0854401557333182,0.8498557648706863,0.10368582644844115
1.2253496493326055,0.1246873614575405,1.0656151346086675,0.12248295148367715
2.035423928501749,0.18196289524295284,1.773268621231149,0.14468779309593238
2.3557181070523106,0.2655481265955961,1.8596743440528858,0.17091813364540953
4.704781425826399,0.38752849829235597,2.142251817292633,0.20190375278902045
5.7299928012852765,0.5655409394675768,2.882475472945261,0.2385067313855772
8.518037985187984,0.8253239584268738,3.076742560592629,0.2817454362805946
13.393309909745321,1.2044391286591491,3.4544993462543268,0.33282285327458405
14.875350351945754,1.7577020512167083,4.096840988239045,0.3931600565537349
27.046795629960638,2.5651080468390717,4.306490667209964,0.46443574576836344
35.73549993956927,3.74339853981734,5.840262468820267,0.5486329507584026
55.94887841391012,5.462940496863098,6.230334856664819,0.6480942033432413
71.05491830099105,7.972359489599803,7.106784136064066,0.765586711163607
124.85551489439563,11.634488032206889,8.038838857358794,0.9043793468399344
161.37184998148365,16.978826901640407,9.59210244828442,1.0683335944370114
264.90945582912843,24.77810473119596,12.432146369343378,1.2620109835443971
351.1079324670292,36.16000549547966,12.920557957987665,1.4907999999999997
