pl_masse,pl_masseerr1,pl_rade,pl_radeerr1
-1.7338196791481377,-0.05608191793167053,-0.2063366011043302,-0.02013493545547311
-0.8074048833488454,-0.03966587757839318,-0.11846953959867315,-0.012899310515280827
0.8544276666275781,-0.023249837225115845,-0.05101421191876682,-0.005663685575088548
0.787282007244199,-0.006833796871838507,0.016092149553201866,0.0015719393651037307
-1.1694190258729282,0.009582243481438834,0.10571531450854627,0.008807564305296013
-0.1588089796114246,0.025998283834716182,0.13253524777748504,0.016043189245488292
-0.15571331818621237,0.04241432418799351,0.24077878021231572,0.02327881418568057
0.008738045969855834,0.058830364541270865,0.3088164470800608,0.030514439125872858
0.9302850245807249,0.0752464048945482,0.4309149719199137,0.03775006406606513
1.2607844070530343,0.09166244524782552,0.440730385727411,0.04498568900625741
1.4846807614805302,0.10807848560110288,0.5163525226211769,0.05222131394644969
1.3138699431274585,0.12449452595438021,0.6143666629725468,0.05945693888664197
0.14468364109286136,0.14091056630765753,0.6393997475914326,0.06669256382683424
1.5534297843452465,0.15732660666093493,0.7868182990325432,0.07392818876702655
3.328907544306892,0.17374264701421227,0.7399260994490344,0.08116381370721881
1.8952646168708698,0.19015868736748956,0.8663319046610707,0.0883994386474111
1.9723909373412472,0.2065747277207669,0.9121018137901518,0.09563506358760338
4.3510748698684525,0.22299076807404422,1.0025745728959152,0.10287068852779564
2.8139899329608604,0.2394068084273216,1.0957309986063215,0.11010631346798792
3.4918883635415705,0.2558228487805989,1.32819402730519,0.11734193840818019
